week,name,id,home,team,pos,defense_ast,defense_ffum,defense_int,defense_sk,defense_tkl,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_fga,kicking_fgm,kicking_fgyds,kicking_totpfg,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kickret_avg,kickret_lng,kickret_lngtd,kickret_ret,kickret_tds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,punting_avg,punting_i20,punting_lng,punting_pts,punting_yds,puntret_avg,puntret_lng,puntret_lngtd,puntret_ret,puntret_tds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
14,J.Cutler,00-0024226,yes,CHI,QB,,,,,,,,,,,,,,,,,,,,,,,,,46,32,1,2,0,0,341,,,,,,,,,,,,,,,,,,2,10,10,1,0,0,9
14,M.Forte,00-0026184,yes,CHI,RB,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,8,0,0,0,74,13,7,1,1,1,1,26
14,M.Bennett,00-0026201,yes,CHI,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,12,12,1,0,0,84,,,,,,,
14,A.Jeffery,00-0029137,yes,CHI,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,27,6,1,0,0,95,,,,,,,
14,M.Wilson,00-0030047,yes,CHI,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,2,0,0,0,19,,,,,,,
14,J.Morgan,00-0026314,yes,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,1,0,0,0,8,,,,,,,
14,B.Marshall,00-0024334,yes,CHI,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,0,3,0,0,0,61,,,,,,,
14,J.Feely,00-0019770,yes,CHI,,,,,,,,,,,,0,0,0,0,2,1,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,P.O'Donnell,00-0031079,yes,CHI,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,1,42,4,134,,,,,,,,,,,,,,,,,,,
14,M.Mariani,00-0027816,yes,CHI,WR,,,,,,,,,,,,,,,,,,,,22,30,0,6,0,,,,,,,,,,,,,4,4,0,1,0,,,,,,,,,,,,,,
14,D.Bass,00-0030517,yes,CHI,LB,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,R.Mundy,00-0026334,yes,CHI,SS,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,J.Bostic,00-0030064,yes,CHI,OLB,2,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,W.Young,00-0027808,yes,CHI,LB,1,0,0,0.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,C.Conte,00-0028031,yes,CHI,SS,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,B.Vereen,00-0031063,yes,CHI,,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,S.McClellin,00-0029250,yes,CHI,ILB,1,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,K.Fuller,00-0031041,yes,CHI,CB,1,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,C.Jones,00-0031130,yes,CHI,ILB,2,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,E.Ferguson,00-0031043,yes,CHI,DT,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,D.Hurst,00-0030275,yes,CHI,,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,W.Sutton,00-0031048,yes,CHI,DE,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,D.Williams,00-0022780,yes,CHI,,2,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
